 ,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parallel Algorithm Span/Depth,Parallel Algorithm Span References,Parallel Algorithm Work,Parallel Algorithm Work References,Reference mentions work efficiency?,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,Notes,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
14,Minimum Spanning Tree (MST),1,,,,,,,,,,,"Chong, Han, Igarashi, Lam",2001,https://www.sciencedirect.com/science/article/pii/S0166218X02005607,,,,,,,,O(log n),O(log n),,O((m+n)*log log n),,,"n: number of nodes
m: number of edges",,,,CRCW PRAM,,,,,,,,,0,,0,,0,1,O((m+n)*log log n/log n),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,dense graphs,,,,,,,,,,"Chong, Han, Igarashi, Lam",2001,https://www.sciencedirect.com/science/article/pii/S0166218X02005607,,,,,,,,O(log n),O(log n),,O(n^2),,,"n: number of nodes
m: number of edges",,,,EREW PRAM,,,,,,,,,0,,0,,0,1,O(n^2/log n),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),0,"minimum k spanning trees, 2<=k<=n^{n-2}",,,,,,,,,,"Ma, Iwama, Gu",1997,https://ieeexplore.ieee.org/abstract/document/581705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,updating MST after deleting 1 node; determines the set of new MST edges for the potential deleting of every node,,,,,,,,,,Das & Loui ,2001,https://link.springer.com/article/10.1007/s00453-001-0061-3,,,,,,,,O(log^2 n),O(log^2 n),,O(m*log^2 n),,,"n: number of nodes
m: number of edges",,,,CREW PRAM,,,,,,,,,0,,0,,0,1,m,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),0,,,,,,,,,,,"Khuller, Raghavachari, Young",1995,https://link.springer.com/article/10.1007/BF01294129,,,,,,,,,,,,,,,,,,CREW PRAM,,,,,,,,,,,1,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,updating MST after adding 1 node,,,,,,,,,,"Varman, Doshi",1988,https://www.sciencedirect.com/science/article/pii/0304397588900357,,,,,,,,O(log n),O(log n),,O(n*log n),,,n: number of nodes,,,,CREW PRAM,,,,,,,,,0,,0,,0,1,O(n),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,,,,,,,,,"Chong, Han, Lam",2001,https://dl.acm.org/doi/abs/10.1145/375827.375847,,,,,,,,O(log n),O(log n),,O(n*log n),,,n: number of nodes,,,,EREW PRAM,,,,,,,,,0,,0,,0,1,O(n),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),0,,,,,,,,,,,"Cole, Vishkin",1986,https://ieeexplore.ieee.org/iel5/4568183/4568184/04568239.pdf,,,,,,,,O(log n),O(log n),,O((n + m)log log n),,,,,,,CRCW PRAM,,,,,,,,,,,,,,,O((n + m)log log n/log n),,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),0,,,,,,,,,,,Reif and Spirakis,1982,https://apps.dtic.mil/sti/citations/ADA114875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Minimum Spanning Tree (MST),1,,,,,,,,,,,Savage,1981,https://link.springer.com/chapter/10.1007/978-3-642-68402-9_32,,,,,,,,O(m+n),O(m+n),,O(n(m+n)),,,"n: number of nodes
m: number of edges",,,,Systolic array,,,,,,,,,0,,0,,0,1,n+1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
15,Closest Pair Problem,1,"2-dimensional space, Euclidean metric",,,,,,,,,[https://link.springer.com/article/10.1007/BF01758749 Cole & Gooddrich (1988)],Cole & Gooddrich,1988,https://link.springer.com/article/10.1007/BF01758749,,,,,,,,O(log n),O(log n),https://link.springer.com/article/10.1007/BF01758749,O(n log n),https://link.springer.com/article/10.1007/BF01758749,no,n: number of points,,,,EREW PRAM,,,,,,,,,0,,0,,0,1,O(n),0,0,,"Given $n$ points in 2-dimensional space equipped with the Eucildean metric, find a pair of points with the smallest distance between them. ",,,,,,,,,,,,,,,,,,,,,,,
15,Closest Pair Problem,1,"k-dimensional space, $l_m$ (or $l_\infty$) norm",,,,,,,,,[https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_1834886 Lenhof & Smid (1992)],Lenhof & Smid,1992,https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_1834886,,,,,,,,O((log n)^2 log log n),O((log n)^2 log log n),https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_1834886,O(nlog n log log n + k),https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_1834886,no,"n: number of points
k: kth closest pair",,,,CRCW PRAM,,,,,,,,,0,,0,,0,1,O(n/log n + k/((log n)^2 log log n)),0,0,,"Given $n$ points in metric space, typically $k$-dimensional space equipped with $l_m$ (or $l_\infty$) norm, find a pair of points with the smallest distance between them. ",,,,,,,,,,,,,,,,,,,,,,,
15,Closest Pair Problem,1,2-dimensional array representation,173,,,1,1,O(n) using O(n^2) processors,,,[https://www.sciencedirect.com/science/article/pii/0020019080900356 Dyer (1980)],Dyer,1980,https://www.sciencedirect.com/science/article/pii/0020019080900356,,,,0,0,3,n: 3,$O(n)$ using $O(n^2)$ processors,$O(n)$,https://www.sciencedirect.com/science/article/pii/0020019080900356,$O(n^2)$?,https://www.sciencedirect.com/science/article/pii/0020019080900356,no,n: number of points,n,,,log-space pyramid cellular automaton,words,5,n: 5,O(n^2),https://www.sciencedirect.com/science/article/pii/0020019080900356,0,1,,0,,0,,0,1,O(n^2),0,0,,"given n points in metric space; find a pair of points with the smallest
 distance between them. ",,,,,,,,,,,1000,1000,,,,,,,,4,,,Image Processing
17,All-Pairs Shortest Paths (APSP),1,,,Warshall-Floyd method,,,,,,,,Levitt and Kautz,1972,https://dl.acm.org/doi/abs/10.1145/361573.361576,,,,,,,,O(n),O(n),,O(n^3),,,n: number of vertices,,,,Systolic array,,,,,,,,,0,,0,,0,1,n^2,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),0,,,Warshall-Floyd method,,,,,,,,Arjomandi,1975,https://dl.acm.org/doi/abs/10.5555/908319,,,,,,,,,,,,,,,,,,MIMD-TC,,,,,,,,,,,,,,1,,,,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,,,Repeated plus-min method,,,,,,,,Savage,1977,https://apps.dtic.mil/sti/citations/ADA056888,,,,,,,,O(log^2(n)),O(log^2(n)),"section 7.2, page 104",O(n^3*log(n)),,,n: number of vertices,,,,SIMD-SM-R (CREW PRAM?),,,,,,,,,0,,0,,0,1,n^3/log(n),0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),0,,,Warshall-Floyd method,,,,,,,,Deo et al.,1980,https://cir.nii.ac.jp/crid/1571698600670249216,,,,,,,,O(n^3/p+pn),,,,,,,,,,MIMD-TC,,,,,,,,,,,,,,1,p<<n,,,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,,,Repeated plus-min method,,,,,,,,Dekel; Nassimi & Sahni,1981,https://epubs.siam.org/doi/abs/10.1137/0210049,,,,,,,,O(log^2(n)),O(log^2(n)),,O(n^3*log^2(n)),,,n: number of vertices,,,,"SIMD-PS, SIMD-CC",,,,,,,,,0,,0,,0,1,n^3,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,,,Repeated plus-min method,,,,,,,,Kucera,1982,https://www.sciencedirect.com/science/article/pii/002001908290093X,,,,,,,,O(log(n)),O(log(n)),,O(n^4*log(n)),,,n: number of vertices,,,,SIMD-SM-RW (CRCW PRAM?),,,,,,,,,0,,0,,0,1,n^4,0,0,originally found in  https://dl.acm.org/doi/pdf/10.1145/2514.2515,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,,,,,,,"O(log log n)
Work: O(n^3 log log n)","""Edge lengths are independent identically distributed nonnegative random variables. Each edge length has a distribution function F with F(0)=0 and that F is differentiable at zero.""",,,Frieze & Rudolph,1984,http://math.cmu.edu/~af1p/Texfiles/PARALLELALG.pdf,,,,,,,,,,,,,,n: number of vertices,,,,PRAM-CRCW,,,,,,,,,,,,,,1,n^3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),0,,,,,,,,,,,Jenq & Sahni,1987,https://digitalcommons.montclair.edu/compusci-facpubs/96/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,directed graph with nonnegative edge costs,,,,,,"O(alpha*log log n)
Work: O(alpha*n^{2.5+1/\alpha)*log log n)","""elements of the input distance matrix are independent random variables drawn from an identical distribution. """,,,Takaoka,1989,https://link.springer.com/content/pdf/10.1007/3-540-50728-0_51.pdf,,,,,,,,,,,,,,n: number of vertices,,,,SIMD-SM-RW ,,,,,,,,,1,,,,,1,n^{2.5+1/\alpha),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,,,,,,,,,,,Takaoka,1992,https://www.sciencedirect.com/science/article/pii/002001909290200F,,,,,,,,O(log^2(n)),O(log^2(n)),,O(n^3*(log n)^{1/2}*(log log n)^{1/2}),,,n: number of vertices,,,,PRAM-EREW,,,,,,,,,0,,0,,0,1,O(n^3*(log log n)^{1/2}/(log n)^{3/2}),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,,,,,,,,,,,"Han, Pan & Reif",1992,https://dl.acm.org/doi/pdf/10.1145/140901.141913,,,,,,,,O(log^2(n)),O(log^2(n)),,o(n^3),,,"n: number of vertices
p: number of processors",,,,PRAM-EREW,,,,,,,,,0,,0,,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,,,,,,,,,,,"Han, Pan & Reif",1992,https://dl.acm.org/doi/pdf/10.1145/140901.141913,,,,,,,,O(log(n)*log(log n)),O(log(n)*log(log n)),,o(n^3),,,"n: number of vertices
p: number of processors",,,,PRAM-CRCW,,,,,,,,,0,,0,,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,,,,,,,,,,,"Han, Pan & Reif",1992,https://dl.acm.org/doi/pdf/10.1145/140901.141913,,,,,,,,O(log n),O(log n),,O(n^3),,,"n: number of vertices
p: number of processors",,,,PRAM-CRCW,,,,,,,,,1,,,,,1,n^3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,directed planar graph with real-valued edge costs but no negative cycles,,fundamental hammock-decomposition,,,,,,,,"Pantziou, Spirakis, Zaroliagis ",1992,https://link.springer.com/article/10.1007/BF01994878,,,,,,,,O(log^2(n)),O(log^2(n)),,O((nq + M(q))*log^2(n)),,,"n: number of vertices
q: cardinality of a face-on-vertex covering for a plane embedding
M(q): # of processors required to multiply 2 qxq matrices in O(log q) time",,,,PRAM-CREW,,,,,,,,,0,,0,,0,1,O(nq + M(q)),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),0,,,,,,,,,,,"Romeijn, Smith",1993,https://deepblue.lib.umich.edu/bitstream/handle/2027.42/7309/bap3247.0001.001.pdf?sequence=5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),0,interval graphs; circular-arc graphs,,,,,,,,,,"Chen, Lee",1994,https://ieeexplore.ieee.org/abstract/document/288297,,,,,,,,sorting + O(log n),,,sorting + O(n),,,,,,,PRAM-CREW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),0,unweighted interval graph,,,,,,,,,,Pal & Bhattacharjee,1997,https://dl.acm.org/doi/abs/10.5555/640121.640124,,,,,,,,O(n/p + log n),O(n/p + log n),,O(n^2+np*log n),,,"n: number of vertices
np: number of processors",,,,PRAM-EREW,,,,,,,,,,,,,,,np,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,chordal graphs,,,,,,,,,,"Han, Sekharan, Sridhar",1997,https://www.sciencedirect.com/science/article/pii/S0166218X96001035,,,,,,,,O(log^2(n)),O(log^2(n)),,O(M(n)),,,"n: number of nodes
M(n): time required for multiplying two nxn matrices",,,,PRAM-CREW,,,,,,,,,0,,0,,0,1,O(M(n)/log^2(n) + n^2/log^2(n)),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,,,,,,,,,,,Takaoka,1998,https://link.springer.com/article/10.1007/PL00009198,,,,,,,,O(log^2(n)),O(log^2(n)),,O(n^3(log log n)^{3/2}/(log n)^{1/2}) = o(n^3),,,n: number of vertices,,,,PRAM-EREW,,,,,,,,,0,,0,,0,1,O(n^3(log log n)^{3/2}/(log n)^{5/2}),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),0.001,,,,,,,,,,,"Chen, Lee, Sridhar, Sekharan",1998,https://onlinelibrary.wiley.com/doi/pdf/10.1002/(SICI)1097-0037(199807)31:4%3C249::AID-NET5%3E3.0.CO;2-D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),0,weighted directed dense graph,,,,,,,,,,Tiskin,2001,https://www.researchgate.net/profile/Jan-Van-Leeuwen/publication/242498580_Automata_Languages_and_Programming_28th_International_Colloquium_ICALP_2001_Crete_Greece_July_8-12_2001_Proceedings/links/0a85e53cd28b9617d1000000/Automata-Languages-and-Programming-28th-International-Colloquium-ICALP-2001-Crete-Greece-July-8-12-2001-Proceedings.pdf#page=192,,,,,,,,,,,O(n^3/p + g*(n^2/p^{2/3}) + l* log p),,,"n: number of nodes
p: number of processors
g: communication throughput ratio (aka gap)
l: communication latency",,,,BSP,,,,,,,,,,,,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,,,,,,,,,,,Takaoka,2004,https://link.springer.com/chapter/10.1007/978-3-540-27798-9_31,,,,,,,,O(log log n),O(log log n),,O(n^3*log^2(log n)/log n),,,n: number of vertices,,,,PRAM-EREW,,,,,,,,,0,,0,,0,1,O(n^3*log(log n)/log n),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,circular-arc graphs,,,,,,,,,,"Saha, Pal & Pal",2005,https://link.springer.com/article/10.1007/BF02936037,,,,,,,,O(n^2/p+ log n),O(n^2/p+ log n),,O(n^2+p*log n),,,"n: number of vertices
p: number of processors",,,,PRAM-EREW,,,,,,,,,0,,0,,0,1,p,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),0,,,,,,,,,,,Katz & Kider,2008,https://repository.upenn.edu/hms/180/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),0,,,,,,,,,,,Tran,2010,https://ieeexplore.ieee.org/abstract/document/5501465/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),0,,,,,,,,,,,"Buluç, Gilbert, Budak",2010,https://www.sciencedirect.com/science/article/pii/S0167819109001240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),0,,,,,,,,,,,Yanagisawa,2010,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5470362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,,,Repeated plus-min method,,,,,,,," Zhang, Wu, Wei & Wang",2011,https://www.sciencedirect.com/science/article/pii/S1051200411000650,,,,,,,,O(log^2(n)),O(log^2(n)),,O(n^2*log^2(n)),,,n: number of vertices,,,,PCNN,,,,,,,,,0,,0,,0,1,O(n^2),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),0,,,,,,,,,,,"Okuyama, Ino, Hagihara",2012,https://www.researchgate.net/profile/Fumihiko-Ino/publication/262236119_A_task_parallel_algorithm_for_finding_all-pairs_shortest_paths_using_the_GPU/links/00b49536c9c521a413000000/A-task-parallel-algorithm-for-finding-all-pairs-shortest-paths-using-the-GPU.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),0.001,,,,,,,,,,,"Solomonik, Buluç, Demmel",2013,https://ieeexplore.ieee.org/abstract/document/6569841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),0,,,,,,,,,,,"Djidjev, Thulasidasan, Chapuis, Andonov, Lavenier
",2014,https://ieeexplore.ieee.org/abstract/document/6877270/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),0,planar graphs,,,,,,,,,,"Djidjev, Chapuis, Andonov, Thulasidasan, Lavenier",2015,https://www.sciencedirect.com/science/article/pii/S0743731515001069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),0,,,,,,,,,,,"Kim, Choi, Bae",2018,https://dl.acm.org/doi/pdf/10.1145/3229710.3229730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,All-Pairs Shortest Paths (APSP),1,sparse graphs,,,,,,,,,,"Sao, Kannan, Gera, Vuduc",2020,https://dl.acm.org/doi/abs/10.1145/3332466.3374533,,,,,,,,,O(|S|*log^2(n)),,O(n^2*|S|),,,"n: number of vertices
|S|: size of the top level separator",,,,PRAM-CREW,,,,,,,,,0,,0,,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
19,Integer Factoring,0.001,Second Category Integer Factoring,204,,,1,1,O(e^{sqrt((2+o(1))n*logn)}),,,[https://www.ams.org/journals/mcom/1993-61-203/S0025-5718-1993-1182953-4/S0025-5718-1993-1182953-4.pdf Rational sieve (1993)],Rational sieve,1993,https://www.ams.org/journals/mcom/1993-61-203/S0025-5718-1993-1182953-4/S0025-5718-1993-1182953-4.pdf,,,,0,0,8,n: 8,O(e^{sqrt((2+o(1))n*logn)}),,,,,no,"n: number of bits in the integer
B: bound parameter",n,,,Word RAM?,bits,3,"n: 3,
B: 5",O(n+(B/logB)^2)?,Same general approach as Dixon's algorithm,1,0,,0,,0,,0,1,,0,0,,has a running time which depends solely on the size of the integer to be factored.,,,,,,,,,,,,,,,,,,,,4,,,Numerical Analysis
22,String Search,1,Single String Search,,,,1,1,O(log n),,,[https://dl.acm.org/doi/pdf/10.1145/72935.72977 Kedem et al. (1989)],Kedem et al.,1989,https://dl.acm.org/doi/pdf/10.1145/72935.72977,,,,,,,,O(log n),O(log n),https://dl.acm.org/doi/pdf/10.1145/72935.72977,O(n),https://dl.acm.org/doi/pdf/10.1145/72935.72977,yes,"n: length of text
m: length of pattern",,,,CRCW PRAM,,,,,,,,,0,,0,,0,1,O(n/log n),0,0,,Single string search algorithms try to find a place where a string (also called a pattern) is found within a larger string or text.,,,,,,,,,,,,,,,,,,,,,,,
22,String Search,1,Single String Search,,,,1,1,O(1),,,[https://dl.acm.org/doi/pdf/10.1145/210332.210341 Galil (1995)],Galil,1995,https://dl.acm.org/doi/pdf/10.1145/210332.210341,,,,,,,,O(1),O(1),https://dl.acm.org/doi/pdf/10.1145/210332.210341,O(n),https://dl.acm.org/doi/pdf/10.1145/210332.210341,yes,"n: length of text
m: length of pattern",,,,CRCW PRAM,,,,,,,,,0,,0,,0,1,O(n),0,0,,Single string search algorithms try to find a place where a string (also called a pattern) is found within a larger string or text.,,,,,,,,,,,,,,,,,,,,,,,
22,String Search,1,Single String Search,,,,1,1,O(log log m),,,[https://dl.acm.org/doi/pdf/10.1145/73007.73036 Berkman et al. (1989)],Berkman et al.,1989,https://dl.acm.org/doi/pdf/10.1145/73007.73036,,,,,,,,O(log log m),O(log log m),https://dl.acm.org/doi/pdf/10.1145/73007.73036,O(n),https://dl.acm.org/doi/pdf/10.1145/73007.73036,yes,"n: length of text
m: length of pattern",,,,CRCW PRAM,,,,,,,,,0,,0,,0,1,O(n/log log m),0,0,,Single string search algorithms try to find a place where a string (also called a pattern) is found within a larger string or text.,,,,,,,,,,,,,,,,,,,,,,,
22,String Search,1,Single String Search,,,,1,1,O(log m),,,[https://www.sciencedirect.com/science/article/pii/S0019995885800280 Vishkin (1985)],Vishkin,1985,https://www.sciencedirect.com/science/article/pii/S0019995885800280,,,,,,,,O(log m),O(log m),https://www.sciencedirect.com/science/article/pii/S0019995885800280,O(n),https://www.sciencedirect.com/science/article/pii/S0019995885800280,yes,"n: length of text
m: length of pattern",,,,CRCW PRAM,,,,,,,,,0,,0,,0,1,O(n/log m),0,0,,Single string search algorithms try to find a place where a string (also called a pattern) is found within a larger string or text.,,,,,,,,,,,,,,,,,,,,,,,
22,String Search,1,Single String Search,,,,1,1,O(1),,,[https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=148407&casa_token=rbrxJVaeHrEAAAAA:5dv2PD5J0OsZhMatc_iNgGGFJdEVFZBr8VbrhD_STK4sCUCVflk-LBRPUeBy16J-QVVj6Dcv&tag=1 Takefuji et al. (1992)],Takefuji et al.,1992,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=148407&casa_token=rbrxJVaeHrEAAAAA:5dv2PD5J0OsZhMatc_iNgGGFJdEVFZBr8VbrhD_STK4sCUCVflk-LBRPUeBy16J-QVVj6Dcv&tag=1,,,,,,,,O(1),O(1),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=148407&casa_token=rbrxJVaeHrEAAAAA:5dv2PD5J0OsZhMatc_iNgGGFJdEVFZBr8VbrhD_STK4sCUCVflk-LBRPUeBy16J-QVVj6Dcv&tag=1,O(nm),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=148407&casa_token=rbrxJVaeHrEAAAAA:5dv2PD5J0OsZhMatc_iNgGGFJdEVFZBr8VbrhD_STK4sCUCVflk-LBRPUeBy16J-QVVj6Dcv&tag=1,yes,"n: length of text
m: length of pattern",,,,Neural Network?,,,,,,,,,0,,0,,0,1,O(nm),0,0,,Single string search algorithms try to find a place where a string (also called a pattern) is found within a larger string or text.,,,,,,,,,,,,,,,,,,,,,,,
22,String Search,0.001,Single String Search,243,,,1,1,O(n (\log_s m)/m),,,[https://link.springer.com/chapter/10.1007/BFb0030778 Backward Non-Deterministic DAWG Matching (BNDM) (1998)],Backward Non-Deterministic DAWG Matching (BNDM),1998,https://link.springer.com/chapter/10.1007/BFb0030778,,,,0,0,3,"n: 3,
m: 3,
m+n: 3",O(n+m),,,,,,"$m$: pattern length
$n$: length of searchable text
$s$: size of the alphabet",m+n,,,Word RAM with bit parallelism,words,3,"m: 3,
s: 3,
m+n: 3",$O(sm)$,https://link.springer.com/chapter/10.1007/BFb0030778,0,1,,0,,0,,0,1,,0,0,,"try to find a place where one or several strings (also called patterns) are
 found within a larger string or text.",,,,"n:m
9:1",,,,,,,,,,,,,,,,4,,,Combinatorics
23,Sequence Alignment,1,"Edit Distance, constant-size alphabet",,,,1,1,,,,[https://search.proquest.com/openview/efa7264fa824ce7768c53ccdcc6d1458/1?pq-origsite=gscholar&cbl=666313 Apostolico et al. (1990)],Apostolico et al.,1990,https://search.proquest.com/openview/efa7264fa824ce7768c53ccdcc6d1458/1?pq-origsite=gscholar&cbl=666313,,,,,,,,O(log m log n),O(log m log n),https://search.proquest.com/openview/efa7264fa824ce7768c53ccdcc6d1458/1?pq-origsite=gscholar&cbl=666313,O(mn log n),https://search.proquest.com/openview/efa7264fa824ce7768c53ccdcc6d1458/1?pq-origsite=gscholar&cbl=666313,no,"m: length of the shorter string
n: length of the longer string",,,,CREW PRAM,,,,,,,,,0,,0,,0,1,O(mn/log m),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
23,Sequence Alignment,1,"Edit Distance, constant-size alphabet",,,,1,1,,,,[https://search.proquest.com/openview/efa7264fa824ce7768c53ccdcc6d1458/1?pq-origsite=gscholar&cbl=666314 Apostolico et al. (1990)],Apostolico et al.,1990,https://search.proquest.com/openview/efa7264fa824ce7768c53ccdcc6d1458/1?pq-origsite=gscholar&cbl=666314,,,,,,,,O(log n (log log m)^2),O(log n (log log m)^2),https://search.proquest.com/openview/efa7264fa824ce7768c53ccdcc6d1458/1?pq-origsite=gscholar&cbl=666313,O(mn log n),https://search.proquest.com/openview/efa7264fa824ce7768c53ccdcc6d1458/1?pq-origsite=gscholar&cbl=666313,no,"m: length of the shorter string
n: length of the longer string",,,,CRCW PRAM,,,,,,,,,0,,0,,0,1,O(mn/log log m),0,0,,,,,,,,,,,,,,,,,,,,,,,,,
